company,domain,breach_date,records_affected,data_classes,industry,risk_score
IDCGames,idcgames.com,2021-03-15,3966871,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
iDressup,i-dressup.com,2016-07-15,2191565,"['Email addresses', 'Passwords']",Technology,5
IIMJobs,iimjobs.com,2018-12-31,4216063,"['Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Job applications', 'Job titles', 'Names', 'Passwords', 'Phone numbers']",Technology,5
ILikeCheats,ilikecheats.net,2014-10-18,188847,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Imavex,imavex.com,2021-08-20,878209,"['Email addresses', 'Genders', 'Names', 'Partial credit card data', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases', 'Usernames']",Technology,5
iMenu360,imenu360.com,2022-08-11,3425860,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
iMesh,imesh.com,2013-09-22,49467477,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
imgur,imgur.com,2013-09-01,1749806,"['Email addresses', 'Passwords']",Technology,5
IndiaMART,indiamart.com,2021-05-23,20154583,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
IndianRailways,indianrails.in,2019-10-28,583377,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
IndiHome,indihome.co.id,2019-11-01,12629245,"['Device information', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names']",Technology,5
InflateVids,tube.inflatevids.xyz,2023-12-12,13405,"['Email addresses', 'Genders', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
Insanelyi,insanelyi.com,2014-07-22,104097,"['Email addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
InstantCheckmate,instantcheckmate.com,2019-04-12,11943887,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
InstitutoNacionalDeDeportesDeChile,ind.cl,2024-09-12,319613,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Usernames']",Technology,5
Intelimost,intelimost.com,2019-03-10,3073409,"['Email addresses', 'Passwords']",Technology,5
InternetArchive,archive.org,2024-09-28,31081179,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Interpals,interpals.net,2015-11-04,3439414,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Names', 'Passwords', 'Usernames']",Technology,5
iPmart,ipmart-forum.com,2015-07-01,2460787,"['Dates of birth', 'Email addresses', 'Passwords', 'Usernames']",Technology,5
ixigo,ixigo.com,2019-01-03,17204697,"['Auth tokens', 'Device information', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Salutations', 'Social media profiles', 'Usernames']",Technology,5
JamTangan,jamtangan.com,2021-07-06,434784,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
James,jamesdelivery.com.br,2020-03-25,1541284,"['Email addresses', 'Geographic locations', 'Passwords']",Technology,5
JD,jd.com,2013-01-01,77449341,"['Email addresses', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
JDGroup,jdgroup.co.za,2023-05-31,521878,"['Email addresses', 'Government issued IDs', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
Jefit,jefit.com,2020-08-11,9052457,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
JobAndTalent,jobandtalent.com,2018-02-01,10981207,"['Email addresses', 'IP addresses', 'Names', 'Passwords']",Technology,5
JobStreet,jobstreet.com,2012-03-07,3883455,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Government issued IDs', 'Marital statuses', 'Names', 'Nationalities', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Jobzone,jobzone.co.il,2023-04-15,29708,"['Dates of birth', 'Email addresses', ""Family members' names"", 'Genders', 'Government issued IDs', 'Names', 'Phone numbers', 'Physical addresses']",Technology,2
JoomlArt,joomlart.com,2018-01-30,22477,"['Email addresses', 'Names', 'Passwords', 'Payment histories', 'Usernames']",Technology,4
JoyGames,joygames.me,2019-12-14,4461787,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
JukinMedia,jukinmedia.com,2021-10-28,314290,"['Email addresses', 'Employers', 'IP addresses', 'Names', 'Occupations', 'Passwords', 'Phone numbers']",Technology,5
JustDate,justdate.com,2016-09-29,24451312,"['Dates of birth', 'Email addresses', 'Geographic locations', 'Names']",Technology,5
Kaneva,kaneva.com,2016-07-01,3901179,"['Dates of birth', 'Email addresses', 'Passwords', 'Usernames']",Technology,5
KasperskyClub,kasperskyclub.ru,2024-03-24,55971,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
KayoMoe,,2018-09-11,41826763,"['Email addresses', 'Passwords']",Technology,5
Kickstarter,kickstarter.com,2014-02-16,5176463,"['Email addresses', 'Passwords']",Technology,5
Kimsufi,kimsufi.com,2015-05-01,504565,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
KitchenPal,kitchenpalapp.com,2023-11-14,98726,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Names', 'Passwords', 'Physical attributes', 'Social media profiles']",Technology,4
KiwiFarms,kiwifarms.net,2019-09-10,4606,"['Avatars', 'Dates of birth', 'Email addresses', 'IP addresses', 'Website activity']",Technology,2
KMRU,km.ru,2016-02-29,1476783,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'Recovery email addresses', 'Security questions and answers', 'Usernames']",Technology,4
KnownCircle,knowncircle.com,2016-04-12,1957600,"['Email addresses', 'Email messages', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Knuddels,knuddels.de,2018-09-05,808330,"['Email addresses', 'Geographic locations', 'Names', 'Passwords', 'Usernames']",Technology,5
KomplettFritid,komplettfritid.no,2021-02-01,139401,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Kreditplus,kreditplus.com,2020-06-23,768890,"['Dates of birth', 'Email addresses', 'Employers', 'Family structure', 'Genders', 'Income levels', 'Living costs', 'Marital statuses', 'Mothers maiden names', 'Names', 'Phone numbers', 'Physical addresses', 'Places of birth', 'Religions', 'Spouses names']",Technology,3
LaPosteMobile,lapostemobile.fr,2022-07-04,533886,"['Bank account numbers', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
Ladies,ladies.com,2024-07-03,118809,"['Bios', 'Dates of birth', 'Drinking habits', 'Education levels', 'Email addresses', 'Family structure', 'Genders', 'Geographic locations', 'Photos', 'Profile photos', 'Relationship statuses', 'Sexual orientations', 'Smoking habits', 'Tattoo status', 'Usernames']",Technology,3
LandAirSea,landairsea.com,2025-01-12,337373,"['Email addresses', 'Names', 'Partial credit card data', 'Passwords', 'Physical addresses', 'Usernames']",Technology,5
Lanwar,lanwar.com,2018-07-28,45120,"['Email addresses', 'Names', 'Passwords', 'Physical addresses', 'Usernames']",Technology,4
Lastfm,last.fm,2012-03-22,37217682,"['Email addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
LatestPilotJobs,latestpilotjobs.com,2022-08-14,118864,"['Email addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Lazada,redmart.lazada.sg,2020-07-30,1107789,"['Email addresses', 'Names', 'Partial credit card data', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
LBB,lbb.in,2019-02-14,39288,"['Browser user agent details', 'Email addresses', 'IP addresses', 'Names', 'Physical addresses']",Technology,2
LDLC,ldlc.com,2024-02-28,1266026,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Salutations']",Technology,4
LeCoqSportif,lecoqsportif.com.co,2023-05-01,79712,"['Dates of birth', 'Device information', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Passwords', 'Physical addresses', 'Purchases']",Technology,4
LeSlipFrancais,leslipfrancais.fr,2024-04-13,1495127,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
LeadHunter,,2020-03-04,68693853,"['Email addresses', 'Genders', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
LeagueOfLegends,leagueoflegends.com,2012-06-11,339487,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
LeakedReality,leakedreality.com,2022-01-31,114907,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Ledger,ledger.com,2020-06-25,1075241,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
Leet,leet.cc,2016-09-10,5081689,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
LegendasTV,legendas.tv,2017-10-01,3869181,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
Lexipol,lexipol.com,2025-02-11,672546,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Usernames']",Technology,5
Life360,life360.com,2024-03-01,442519,"['Email addresses', 'Names', 'Phone numbers']",Technology,3
Lifebear,lifebear.com,2019-02-28,3670561,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Lifeboat,lbsg.net,2016-01-01,7089395,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
LightsHope,lightshope.org,2018-06-25,30484,"['Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Retail,4
Liker,liker.com,2021-03-08,465141,"['Auth tokens', 'Dates of birth', 'Education levels', 'Email addresses', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Private messages', 'Security questions and answers', 'Social media profiles', 'Usernames']",Technology,5
LimeVPN,limevpn.com,2020-10-08,23348,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,4
LinkedIn,linkedin.com,2012-05-05,164611595,"['Email addresses', 'Passwords']",Technology,5
LinkedInScrape2023,linkedin.com,2023-11-04,19788753,"['Email addresses', 'Genders', 'Geographic locations', 'Job titles', 'Names', 'Professional skills', 'Social media profiles']",Technology,5
LinkedInScrape,linkedin.com,2021-04-08,125698496,"['Education levels', 'Email addresses', 'Genders', 'Geographic locations', 'Job titles', 'Names', 'Social media profiles']",Technology,5
LinuxForums,linuxforums.org,2018-05-01,275785,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
LinuxMint,linuxmint.com,2016-02-21,144989,"['Avatars', 'Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Passwords', 'Time zones', 'Website activity']",Technology,5
LittleMonsters,littlemonsters.com,2017-01-01,995698,"['Dates of birth', 'Email addresses', 'Passwords', 'Usernames']",Technology,5
LiveAuctioneers,liveauctioneers.com,2020-06-19,3385862,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
LiveJournal,livejournal.com,2017-01-01,26372781,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Livpure,livpure.com,2020-08-29,269552,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases', 'Salutations']",Technology,3
LizardSquad,lizardstresser.su,2015-01-16,13451,"['Email addresses', 'Passwords', 'Usernames']",Technology,4
Locally,locally.com,2022-10-01,362619,"['Email addresses', 'Partial credit card data', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,5
Lolzteam,lolzteam.net,2018-05-13,398011,"['Email addresses', 'Usernames']",Technology,3
Lookbook,lookbook.nu,2012-08-24,1074948,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Lookiero,lookiero.com,2024-03-27,4981760,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
LOTR,lotro.com,2013-08-01,1141278,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
LoungeBoard,loungeboard.net,2013-08-01,45018,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Private messages', 'Usernames', 'Website activity']",Technology,4
LuLu,luluhypermarket.com,2024-07-06,2796835,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases']",Retail,5
LuminPDF,luminpdf.com,2019-04-01,15453048,"['Auth tokens', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Spoken languages', 'Usernames']",Technology,5
Luxottica,luxottica.com,2021-03-16,77093812,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
LyricsMania,lyricsmania.com,2017-12-21,109202,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
MacForums,mac-forums.com,2016-07-03,326714,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MacGeneration,macg.co,2022-01-29,101004,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Mac-Torrents,mac-torrents.com,2015-10-31,93992,"['Email addresses', 'Passwords', 'Usernames']",Technology,4
MagicDuel,magicduel.com,2023-08-02,138443,"['Email addresses', 'IP addresses', 'Nicknames', 'Passwords']",Technology,5
MailRu,mail.ru,2014-09-10,16630988,"['Email addresses', 'Passwords']",Technology,5
MajorGeeks,majorgeeks.com,2015-11-15,269548,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MalindoAir,malindoair.com,2019-03-01,4328232,"['Dates of birth', 'Email addresses', 'Genders', 'Loyalty program details', 'Names', 'Nationalities', 'Passport numbers', 'Phone numbers', 'Physical addresses', 'Salutations']",Technology,4
MallCZ,mall.cz,2017-07-27,735405,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
Malwarebytes,malwarebytes.org,2014-11-15,111623,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
MangaTraders,mangatraders.com,2014-06-09,855249,"['Email addresses', 'Passwords']",Technology,5
MangaDex,mangadex.org,2021-03-22,2987329,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MangaFox,mangafox.me,2016-06-01,1311610,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Mangatoon,mangatoon.mobi,2022-05-13,23040238,"['Auth tokens', 'Avatars', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Social media profiles', 'Usernames']",Technology,5
ManipulatedCaiman,,2023-07-16,39901389,['Email addresses'],Technology,5
Mappery,mappery.com,2018-12-11,205242,"['Email addresses', 'Geographic locations', 'Passwords', 'Usernames']",Technology,5
MaReads,mareads.com,2025-06-22,74453,"['Dates of birth', 'Email addresses', 'Phone numbers', 'Usernames']",Technology,2
MarketMoveis,marketmoveis.pt,2023-08-30,28220,"['Email addresses', 'Names']",Retail,2
Mashable,mashable.com,2020-06-01,1414677,"['Auth tokens', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Partial dates of birth', 'Social media profiles']",Technology,4
MasterDeeds,,2017-03-14,2257930,"['Dates of birth', 'Deceased statuses', 'Email addresses', 'Employers', 'Ethnicities', 'Genders', 'Government issued IDs', 'Home ownership statuses', 'Job titles', 'Names', 'Nationalities', 'Phone numbers', 'Physical addresses']",Technology,4
MastercardPricelessSpecials,specials.mastercard.de,2019-08-20,89388,"['Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Salutations']",Technology,2
Mate1,mate1.com,2016-02-29,27393015,"['Astrological signs', 'Dates of birth', 'Drinking habits', 'Drug habits', 'Education levels', 'Email addresses', 'Ethnicities', 'Fitness levels', 'Genders', 'Geographic locations', 'Income levels', 'Job titles', 'Names', 'Parenting plans', 'Passwords', 'Personal descriptions', 'Physical attributes', 'Political views', 'Relationship statuses', 'Religions', 'Sexual fetishes', 'Travel habits', 'Usernames', 'Website activity', 'Work habits']",Technology,5
Mathway,mathway.com,2020-01-13,25692862,"['Device information', 'Email addresses', 'Names', 'Passwords', 'Social media profiles']",Technology,5
MC2Data,,2024-08-18,2122280,"['Email addresses', 'Names', 'Passwords']",Technology,5
MCBans,mcbans.com,2016-10-27,119948,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
MDPI,mdpi.com,2016-08-30,845012,"['Email addresses', 'Email messages', 'IP addresses', 'Names']",Technology,3
MechoDownload,mechodownload.com,2013-10-31,437928,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MediaWorks,mediaworks.co.nz,2023-03-15,162710,"['Dates of birth', 'Email addresses', 'Genders', 'Phone numbers', 'Physical addresses']",Technology,3
MeetMindful,meetmindful.com,2020-01-26,1422717,"['Dates of birth', 'Drinking habits', 'Drug habits', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Marital statuses', 'Names', 'Passwords', 'Physical attributes', 'Religions', 'Sexual orientations', 'Smoking habits', 'Social media profiles', 'Usernames']",Technology,5
MemeChat,memechat.app,2022-06-01,4348570,"['Email addresses', 'Usernames']",Technology,4
MEO,meoair.com,2020-12-24,8227,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases', 'Usernames']",Technology,4
MGM,mgmresorts.com,2019-07-25,3081321,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
MGM2022Update,mgmresorts.com,2019-07-25,24842001,"['Dates of birth', 'Email addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Miljodata,miljodata.se,2025-08-25,870108,"['Dates of birth', 'Email addresses', 'Genders', 'Government issued IDs', 'Names', 'Phone numbers', 'Physical addresses']",Technology,3
MindJolt,mindjolt.com,2019-03-18,28364826,"['Dates of birth', 'Email addresses', 'Names']",Technology,5
MinecraftPocketEditionForum,minecraftpeforum.net,2015-05-24,16034,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
MinecraftWorldMap,minecraftworldmap.com,2016-01-15,71081,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
Minefield,minefield.fr,2015-06-28,188343,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
Minehut,minehut.com,2019-05-17,396533,"['Email addresses', 'Passwords']",Technology,5
Minted,minted.com,2020-05-06,4418182,"['Email addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
Flipkart,,2022-09-02,552094,"['Email addresses', 'Geographic locations', 'Names', 'Phone numbers']",Technology,3
Habibs,habibs.com.br,2021-08-05,3517679,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Social media profiles']",Technology,4
MMGFusion,mmgfusion.com,2020-12-20,2660295,"['Appointments', 'Dates of birth', 'Email addresses', 'Genders', 'Marital statuses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses']",Technology,5
MobiFriends,mobifriends.com,2020-01-06,3512952,"['Dates of birth', 'Email addresses', 'Genders', 'Passwords', 'Usernames']",Technology,5
MoDaCo,modaco.com,2016-01-01,879703,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
ModernBusinessSolutions,modbsolutions.com,2016-10-08,58843488,"['Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
MoneyBookers,moneybookers.com,2009-01-01,4483605,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,4
Moneycontrol,moneycontrol.com,2017-09-07,762874,"['Email addresses', 'Genders', 'Geographic locations', 'Passwords', 'Phone numbers']",Technology,5
MoreleNet,morele.net,2018-10-10,2467304,"['Email addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
MortalOnline,mortalonline.com,2018-06-17,606637,"['Email addresses', 'Names', 'Passwords', 'Physical addresses', 'Usernames']",Technology,5
MovieForums,movieforums.com,2022-11-24,39914,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,4
MovieBoxPro,movieboxpro.app,2024-04-15,6009014,"['Email addresses', 'Usernames']",Technology,4
MPGH,mpgh.net,2015-10-22,3122898,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MrGreenGaming,mrgreengaming.com,2024-03-01,27123,"['Dates of birth', 'Email addresses', 'Geographic locations', 'IP addresses', 'Usernames']",Technology,2
MrExcel,mrexcel.com,2016-12-05,366140,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Social connections', 'Usernames', 'Website activity']",Technology,5
MSI,msi.com,2024-07-07,249990,"['Email addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Warranty claims']",Technology,3
mSpy,mspy.com,2015-05-14,699793,['Device usage tracking data'],Technology,1
mSpy2024,mspy.com,2024-06-09,2394179,"['Email addresses', 'IP addresses', 'Names', 'Photos']",Technology,4
Muah,muah.ai,2024-09-17,1910261,"['Email addresses', 'Sexual fetishes']",Technology,4
MultiplayerIt,multiplayer.it,2018-09-01,503957,"['Email addresses', 'Passwords']",Technology,5
MuslimDirectory,muslimdirectory.co.uk,2014-02-17,37784,"['Age groups', 'Email addresses', 'Employers', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Website activity']",Technology,4
MuslimMatch,muslimmatch.com,2016-06-24,149830,"['Chat logs', 'Email addresses', 'Geographic locations', 'IP addresses', 'Passwords', 'Private messages', 'User statuses', 'Usernames']",Technology,5
MyFHA,myfha.net,2015-02-18,972629,"['Credit status information', 'Email addresses', 'Income levels', 'IP addresses', 'Loan information', 'Names', 'Passwords', 'Personal descriptions', 'Physical addresses']",Technology,5
MyFitnessPal,myfitnesspal.com,2018-02-01,143606147,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MyHeritage,myheritage.com,2017-10-26,91991358,"['Email addresses', 'Passwords']",Technology,5
MyPertamina,mypertamina.id,2022-11-01,5970416,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,4
myRepoSpace,myrepospace.com,2015-07-06,252751,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
MySpace,myspace.com,2008-07-01,359420698,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
MyVidster,myvidster.com,2015-08-15,19863,"['Email addresses', 'Passwords', 'Usernames']",Technology,4
MyVidster2025,myvidster.com,2025-10-24,3864364,"['Email addresses', 'Profile photos', 'Usernames']",Technology,4
NamelessMalware,,2020-01-01,1121484,['Email addresses'],Technology,4
NapsGear,napsgear.org,2015-10-21,287071,"['Dates of birth', 'Email addresses', 'Genders', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,5
NationalPublicData,,2024-04-09,133957569,"['Dates of birth', 'Email addresses', 'Genders', 'Government issued IDs', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
NaughtyAmerica,naughtyamerica.com,2016-03-14,1398630,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Usernames', 'Website activity']",Technology,5
NazApi,,2023-09-20,70840771,"['Email addresses', 'Passwords']",Technology,5
NeimanMarcus,neimanmarcus.com,2024-04-14,31152842,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Partial credit card data', 'Phone numbers', 'Physical addresses', 'Purchases']",Technology,5
NemoWeb,nemoweb.net,2016-09-04,3472916,"['Email addresses', 'Names']",Technology,4
Neopets,neopets.com,2013-05-05,26892897,"['Dates of birth', 'Email addresses', 'Genders', 'Geographic locations', 'IP addresses', 'Names', 'Passwords', 'Usernames']",Technology,5
NetEase,163.com,2015-10-19,234842089,"['Email addresses', 'Passwords']",Technology,5
Neteller,neteller.com,2010-05-17,3619948,"['Account balances', 'Dates of birth', 'Email addresses', 'Genders', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses', 'Security questions and answers', 'Website activity']",Technology,4
NetGalley,netgalley.com,2020-12-21,1436435,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers', 'Physical addresses', 'Usernames']",Technology,5
Netlog,netlog.com,2012-11-01,49038354,"['Email addresses', 'Passwords']",Technology,5
NetProspex,netprospex.com,2016-09-01,33698126,"['Email addresses', 'Employers', 'Job titles', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
Netshoes,netshoes.com.br,2017-12-07,499836,"['Dates of birth', 'Email addresses', 'Names', 'Purchases']",Technology,3
NextGenUpdate,nextgenupdate.com,2014-04-22,1194597,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
NexusMods,nexusmods.com,2013-07-22,5915013,"['Email addresses', 'Passwords', 'Usernames']",Technology,5
Nihonomaru,nihonomaru.net,2015-12-01,1697282,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Nitro,gonitro.com,2020-09-28,77159696,"['Email addresses', 'Names', 'Passwords']",Technology,5
Nival,nival.com,2016-02-29,1535473,"['Avatars', 'Dates of birth', 'Email addresses', 'Genders', 'Names', 'Spoken languages', 'Usernames', 'Website activity']",Technology,4
NonNudeGirls,nonnudegirls.org,2013-05-21,75383,"['Email addresses', 'IP addresses', 'Names', 'Passwords', 'Usernames', 'Website activity']",Technology,4
NotAcxiom,,2020-06-21,51730831,"['Email addresses', 'IP addresses', 'Names', 'Phone numbers', 'Physical addresses']",Technology,5
NotSOCRadar,,2024-08-03,282478425,['Email addresses'],Technology,5
NulledCH,nulled.ch,2020-05-20,43491,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,4
Nulled,nulled.cr,2016-05-06,599080,"['Dates of birth', 'Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames', 'Website activity']",Technology,5
NurseryCam,nurserycam.co.uk,2021-02-12,10585,['Email addresses'],Technology,2
NVIDIA,nvidia.com,2022-02-23,71335,"['Email addresses', 'Passwords']",Technology,4
OGUsers,ogusers.com,2018-12-26,161143,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,5
OGUsers2020,ogusers.com,2020-04-02,263189,"['Email addresses', 'IP addresses', 'Passwords', 'Private messages', 'Usernames']",Technology,5
OGUsers2021,ogusers.com,2021-04-11,348302,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
OGUsers2022,ogusers.com,2022-07-13,529020,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
OMGPOP,omgpop.com,2013-01-01,7071293,"['Email addresses', 'Passwords']",Technology,5
Omnicuris,omnicuris.com,2025-06-08,215298,"['Email addresses', 'Geographic locations', 'Names', 'Phone numbers']",Technology,3
OnlineTrade,onlinetrade.ru,2022-09-19,3805265,"['Dates of birth', 'Email addresses', 'IP addresses', 'Names', 'Passwords', 'Phone numbers']",Technology,5
OnlinerSpambot,,2017-08-28,711477622,"['Email addresses', 'Passwords']",Technology,5
OnRPG,onrpg.com,2016-07-01,1047640,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
Onverse,onverse.com,2016-01-01,800157,"['Email addresses', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
OpenCSGO,opencsgo.com,2017-11-28,512311,"['Avatars', 'Email addresses', 'IP addresses', 'Phone numbers', 'Physical addresses', 'Purchases', 'Social media profiles', 'Usernames']",Technology,3
OpenSubtitles,opensubtitles.org,2021-08-01,6783158,"['Email addresses', 'Geographic locations', 'IP addresses', 'Passwords', 'Usernames']",Technology,5
OperationEndgame,,2024-05-30,16466858,"['Email addresses', 'Passwords']",Technology,5
OperationEndgame2,,2025-05-23,15436844,"['Email addresses', 'Passwords']",Technology,5
OperationEndgame3,,2025-11-14,2046030,"['Email addresses', 'Passwords']",Technology,5
